key,summary,assignee,priority,status,last_updated,url
KAFKA-13908,"RuntimeException will be thrown in BrokerServer.startup, not the cause of exception",Nikolay Izhikov,Major,Patch Available,2023-01-23,https://issues.apache.org/jira/browse/KAFKA-13908
KAFKA-13756,Connect validate endpoint should return proper response for invalid connector class,Daniel Urban,Major,Patch Available,2025-05-02,https://issues.apache.org/jira/browse/KAFKA-13756
KAFKA-13688,Incorrect metrics in KafkaController for replicasToDeleteCount and ineligibleReplicasToDeleteCount,Unassigned,Major,Patch Available,2023-07-14,https://issues.apache.org/jira/browse/KAFKA-13688
KAFKA-13501,Avoid state restore via rebalance if standbys are enabled,Unassigned,Major,Patch Available,2024-07-25,https://issues.apache.org/jira/browse/KAFKA-13501
KAFKA-13411,Exception while connecting from kafka client consumer producers deployed in a wildfly context to a kafka broker implementing OAUTHBEARER sasl mechanism,Unassigned,Major,Patch Available,2025-01-25,https://issues.apache.org/jira/browse/KAFKA-13411
KAFKA-13399,Towards Scala 3: Fix constructs or syntax features not present in Scala 3,Josep Prat,Major,Patch Available,2023-07-05,https://issues.apache.org/jira/browse/KAFKA-13399
KAFKA-13342,LISR sent for topic queued for deletion in controller,Lucas Bradstreet,Minor,Patch Available,2025-01-23,https://issues.apache.org/jira/browse/KAFKA-13342
KAFKA-13244,Control Which Brokers Host Partitions of Newly Created Topics,Unassigned,Minor,Patch Available,2024-12-24,https://issues.apache.org/jira/browse/KAFKA-13244
KAFKA-13188,Release the memory back into MemoryPool,Alok Nikhil,Major,Patch Available,2024-12-24,https://issues.apache.org/jira/browse/KAFKA-13188
KAFKA-13108,Improve the test coverage for ConfigCommandTest,Luke Chen,Major,Patch Available,2025-01-09,https://issues.apache.org/jira/browse/KAFKA-13108
KAFKA-13028,AbstractConfig should allow config provider configuration to use variables referencing other config providers earlier in the list,Randall Hauch,Major,Patch Available,2025-01-02,https://issues.apache.org/jira/browse/KAFKA-13028
KAFKA-12862,Update ScalaFMT version to latest,Josep Prat,Minor,Patch Available,2023-07-05,https://issues.apache.org/jira/browse/KAFKA-12862
